52	1186	1479	467	107	444	461	1849	1143	3706	3702	3670	514	1459	91	3029	580
53	2786	3060	2506	2481	2963	2793	2495	2652	2502	2376	1051	1322	1105	1782	666	842
54	1201	3628	3134	1140	1185	3133	2836	1144	1060	2858	2899	1117	2998	952	254	1105
55	2558	107	2899	1564	50	514	310	654	103	2484	2886	3431	852	580	240	3027
56	1	2786	310	288	594	580	1486	1124	3487	2652	1732	514	2807	736	2582	842
57	3342	2587	3509	47	3198	2652	2203	1110	1296	2945	1715	1132	1797	428	2684	2119
58	32	1110	1786	1119	1842	2758	1595	1088	29	1605	3591	1105	3103	2542	1132	2124
59	2919	3573	640	139	467	3434	1357	1158	2652	2756	1159	2524	1155	842	254	3447
60	371	924	1973	308	662	2427	1450	1866	577	3046	2959	211	1844	2852	359	978
61	3384	3503	3513	3584	3091	3221	3342	3385	3322	3551	3511	3029	1575	2442	725	744
62	1175	1158	2149	310	594	25	81	2885	2558	3249	3092	1109	3239	107	216	1486
63	2347	2566	2766	2794	2622	2376	2652	2008	2502	1844	1537	2183	852	1565	2795	2312
64	1125	2519	1126	308	1935	1200	2558	2496	1315	3551	2706	511	1849	1121	1546	1109
65	594	1246	1619	2079	368	145	347	1479	2375	50	2899	3384	3513	1026	467	1140
66	1955	2456	3513	3618	3511	511	538	467	2587	3342	2652	335	770	618	347	1849
67	863	271	1955	3275	2587	901	1818	1159	2652	891	108	1307	467	2708	1980	574
68	2897	1108	2711	1789	2546	2853	2600	2059	3618	3342	860	2558	3292	479	1768	1747
69	1143	1024	226	2795	2652	1261	288	2868	2137	580	1725	2759	1107	1849	1200	347
70	2786	2769	2491	3354	2481	2940	2622	2376	2502	2652	1051	538	848	1633	254	2384
71	3476	3513	2588	628	3278	467	2940	3543	1159	2741	2587	1109	1486	1654	1329	2439
72	347	2652	2167	2204	3644	3556	3076	2909	3511	3706	3584	3652	2886	1213	1564	1121
73	3543	2588	3476	3278	2587	3385	3551	3509	1818	2652	3511	1782	690	1815	2013	1107
74	964	3220	1213	3275	2657	2109	1161	1176	1193	853	1486	347	2348	3134	240	1575
75	581	1741	964	859	1004	3509	2163	1898	1957	489	1107	19	1121	2427	2841	616
76	288	2375	1	594	1486	50	1134	1143	690	709	1067	3469	2163	2265	2832	1030
77	2566	2794	2786	2491	3073	2506	2793	2503	2481	2376	2652	2008	2502	3583	523	1055
78	1772	885	839	355	971	581	1768	1898	2761	714	2858	695	347	2141	2244	1841
79	3280	628	3503	3278	3251	3543	3385	2944	1818	3551	1789	2215	40	1958	3115	1179
80	1575	2890	1	61	1849	594	2899	2558	514	107	860	580	3174	1105	1121	467
81	1140	288	1129	3390	3489	1161	1752	3500	68	3702	844	217	895	2714	2673	1121
82	2652	576	2709	467	2375	3578	628	3513	3551	3618	3278	3511	3342	1632	2232	2858
83	2765	2491	2506	2481	2940	2495	3302	2652	1051	1179	2741	2232	1107	1446	270	2325
84	1111	1125	1849	254	107	2427	3342	1631	1110	2416	1126	467	2309	2774	347	422
85	3050	3100	3378	3015	3073	3513	3179	3178	3099	3614	3342	1945	1849	3567	822	1030
86	1450	2959	951	153	467	1827	1826	2512	3384	628	2786	2416	2047	971	1121	1552
87	254	2375	1112	1186	1107	1149	1109	1849	3431	1977	570	1108	775	968	572	1513
88	2111	1594	2786	11	1174	1744	1341	1140	2132	3489	1159	1193	107	1105	467	1789
89	3042	2587	2588	514	1564	3178	700	2740	1060	1009	2239	1782	1105	860	1849	2957
90	594	275	1143	1018	2652	50	383	3504	1129	3042	145	254	1849	1159	803	2893
91	1008	3190	850	1185	2204	887	501	479	1137	1893	3135	107	262	2226	3156	108
92	3281	3511	3179	628	3322	3543	3616	3342	3278	1818	3509	1575	1646	3223	1556	85
93	1920	2666	1842	1004	1826	1788	2593	1994	254	1026	241	1107	2849	21	1469	2427
94	1824	2263	3340	1938	3671	1054	1815	2512	2185	2097	1167	538	3687	1782	848	1905
95	444	576	2375	1143	467	1849	1987	107	2684	1105	2795	1059	2740	1107	3578	860
96	1296	254	1107	1118	1486	580	1136	1124	310	514	2600	1121	1580	1483	779	1105
97	2652	50	1466	1390	288	580	1486	1415	310	2123	803	1863	2872	108	2535	852
98	3578	2052	628	1053	2456	2587	3342	3275	1159	1818	860	1436	2111	1849	3021	1121
99	3342	3652	2652	2899	1648	514	1849	2079	310	50	2970	978	1833	860	1315	963
100	1200	2235	1213	1849	1132	803	1107	755	2371	3304	3702	1121	528	1109	1540	254
101	576	1196	254	972	1107	1109	3690	3702	3700	70	1658	1121	3167	2590	3036	947
102	3342	3509	3551	3178	3321	2495	1149	2224	852	1601	108	3627	368	1733	1179	2959
103	1053	3511	3504	2587	2944	3075	2456	467	3509	1159	3322	441	852	957	1191	1450
104	2804	217	2518	2566	2506	2163	2502	2481	2622	3409	1844	2868	2378	1105	3521	803
105	1125	2375	1289	2705	1849	254	803	1132	1107	3700	1397	1108	455	1778	2695	467
106	860	259	28	868	1100	856	1205	2882	839	2204	1186	2542	1849	573	848	1789
107	528	1115	1176	714	594	1486	1161	803	3141	3683	887	1963	1080	1575	1008	1049
108	3513	509	538	2741	1159	2587	1191	1084	2652	1158	973	580	3289	2496	1827	1179
109	872	2163	2	1918	1562	355	1584	538	2959	2820	3509	1121	1105	3071	254	1179
110	1124	1018	594	50	288	2489	1486	3652	3703	3702	3651	2427	3510	467	347	760
111	248	1066	516	2558	1486	50	580	310	240	288	1067	347	2886	2059	1849	1459
112	581	2821	2789	3198	705	709	1958	1	2557	1134	960	1067	853	2886	1202	1229
113	3249	3385	3075	3280	3342	3278	467	2652	1792	1806	1030	1849	514	1108	2513	3036
114	2483	1780	2945	2421	2508	3310	2177	3509	1967	2786	2652	493	3628	2070	1395	848
115	2587	3342	3662	3702	2974	3618	3551	3504	3127	3075	2886	785	1306	1849	1582	1832
116	2984	2804	2766	2506	2495	2008	2481	2622	2502	803	1816	666	3217	3522	1849	2346
117	1136	1183	3127	3504	3513	3322	628	3511	3342	3509	3278	3675	347	1170	1385	2984
118	679	17	2831	1945	1295	1503	1186	1174	1733	2204	1830	1121	3304	1775	1158	2442
119	2973	2701	2941	1458	39	3551	2303	2491	3306	3702	3543	1565	1873	400	252	2231
120	597	2588	3513	3342	467	3511	1980	1191	2652	2587	714	1503	803	1537	1105	254
121	1825	1126	3267	3030	347	2163	1174	254	2427	1826	1132	1931	1051	453	1020	1109
122	1121	1775	2489	1200	1111	444	2335	1107	1132	803	254	3462	217	1540	1109	1849
123	2163	2491	2481	2495	2793	2502	2652	2376	1177	1224	1208	1775	803	2826	347	2558
124	518	654	1556	2864	3187	444	1261	2652	514	1514	2892	2111	1421	2886	1246	842
125	477	1159	260	1157	3075	2741	3511	1158	2587	3385	3330	1338	1121	2537	2446	905
126	399	2123	3315	2998	3174	3656	1023	3471	1548	628	3342	3623	803	1121	1092	842
127	514	3127	3506	3306	3513	3179	3511	3342	3509	3551	3249	1365	467	254	3029	1179
128	2652	2587	1191	1158	1159	2741	2588	1121	800	2339	3086	2939	2917	2859	2064	1789
129	972	1111	1133	1149	1849	2375	1125	1109	1107	803	1132	2886	1365	1335	1575	3522
130	3434	2587	3342	2741	3551	1191	3249	1159	1158	467	3443	2453	2266	1486	288	1676
131	3442	860	1887	2652	2684	1575	1585	2379	1721	3249	3509	3664	1789	254	2992	1121
132	1131	2203	1108	1008	1060	2600	1197	3518	1	1187	786	2365	304	2313	1953	3692
133	36	2702	2377	514	50	310	125	260	1421	3329	467	2376	1486	760	1179	2652
134	3249	3509	3511	3342	3354	3584	3551	3670	1275	1612	1615	254	703	781	2427	2186
135	3060	2491	2506	3073	2481	2963	2503	2502	1051	2652	2376	159	1121	2543	952	3283
136	714	2847	2652	568	1570	844	1431	838	1928	1560	1958	803	1107	1616	1105	1020
137	2622	1051	2652	2299	3684	3680	3681	149	3399	1282	874	467	3280	1789	3034	1156
138	628	3513	3511	3551	3075	3249	3342	3509	2740	2215	3247	92	1107	3522	1375	1121
139	254	1107	528	1125	1117	714	3672	3673	3671	3696	3695	842	2827	580	1842	1105
140	868	852	2882	863	2728	891	3652	3385	3513	3280	628	2982	1818	1789	399	1782
141	882	890	628	477	467	260	2587	3509	3342	2652	1159	2774	1970	1575	1110	17
142	1849	576	2558	310	2652	50	288	1486	3280	3342	3551	969	25	1920	2675	1026
143	3384	2198	3342	2485	2749	2401	3178	2675	2555	2347	2481	2502	2652	3217	1108	2512
144	3384	743	3342	2404	3178	2177	2241	2652	575	580	514	1629	3476	347	1782	1174
145	2506	2495	2481	2503	2502	2652	2376	1051	1279	1782	1789	1913	2120	3132	1022	442
146	2204	885	348	1442	1154	229	3136	3278	1595	2470	873	2657	1997	254	3312	1107
147	1143	444	2303	1179	2711	2652	1216	2587	2899	1	3342	2229	1287	1106	107	741
148	803	254	1109	2174	3302	3322	3513	628	3511	3342	3385	1200	2439	2460	1132	3437
149	3281	3477	628	3513	3249	3511	3322	3551	3342	3658	254	444	2886	1803	3292	2684
150	2177	217	2163	2702	2786	2506	2793	2481	2502	2652	3665	642	1121	1844	1557	1501
151	1407	1088	576	2375	29	1215	32	1200	2746	3346	3447	1179	3702	2427	2514	1029
152	217	1	1705	2204	1060	2512	3032	2600	175	2899	1599	1789	10	1575	2088	788
153	2749	3	3219	3662	594	3378	2502	3252	2376	2652	941	3419	3030	316	2957	652
154	2163	2506	3060	3073	2786	2503	2481	3512	1051	2652	2622	2452	1733	803	1107	2142
155	1619	2132	21	1174	2204	3030	348	1203	3082	3390	1105	1107	194	2100	803	2404
156	628	139	1357	2587	3249	891	1159	2652	3318	3048	2520	573	1140	2077	514	2886
157	3044	2709	1849	2087	576	2375	444	1143	3322	628	3509	270	371	347	2657	803
158	1115	1171	2763	1840	72	862	863	1193	233	3204	3472	2513	367	1819	883	852
159	2385	2485	2401	2514	3310	2568	2163	2506	2481	2502	2376	1144	1109	1121	1849	3032
160	3670	3178	1421	1195	628	467	1980	3551	2587	1191	2652	1289	1298	254	1121	1026
161	3135	2439	3193	1148	844	516	1343	3665	3652	108	2132	1562	1996	848	1045	860
162	1849	2079	107	57	1552	48	2484	575	355	1728	582	2559	3160	1109	1108	1575
163	594	2652	147	1348	1475	161	1356	2735	1121	778	2111	2589	1718	3369	1304	842
164	2740	1159	1920	1887	883	2933	2785	1758	2977	1192	2799	347	860	3492	803	1026
165	1126	3244	1818	2463	1170	1237	3340	1306	1289	1164	1130	2258	3591	1192	1258	1109
166	1111	1125	1913	576	1110	1023	1493	1585	3435	29	2749	1849	1399	1109	514	1789
167	3616	3513	3073	3342	3509	3321	3511	3670	3249	3178	1782	1600	1575	20	461	1556
168	1929	2512	2513	3352	1296	1107	254	2203	2401	594	2508	1662	1132	1026	1450	1273
169	1132	848	1109	1705	3137	50	2880	1176	852	3652	3665	1849	2174	467	152	1166
170	3513	467	1357	3551	2741	2456	3385	3342	1159	2652	3075	1009	1121	860	1486	2267
171	2476	157	1082	240	1421	271	3511	2587	3342	2756	1004	803	514	3217	1657	1140
172	2022	1176	3204	1092	870	3108	240	157	1884	1782	2822	3031	1121	1117	1776	1758
173	870	2022	882	1886	3664	3667	3703	1107	1015	838	2350	3552	1026	2666	189	738
174	3526	107	3525	3557	3127	3322	3513	3551	3281	628	3342	948	1179	1308	2743	947
175	2456	3342	3511	1195	3513	2944	538	1980	2652	3249	2756	3430	1789	108	2858	467
176	1779	2711	2708	1216	1194	1789	2059	1179	1108	1296	3702	1486	1107	2013	2776	1421
177	1742	1149	3461	1450	864	1454	3239	2959	528	1107	1140	328	1575	1067	1121	254
178	2587	1184	1121	2121	2535	1148	1107	1109	3706	1486	1272	3167	254	852	1747	1105
179	2883	1097	1133	2059	1026	2600	1168	1197	2616	2215	580	1199	1179	1174	3449	1107
180	3132	1139	2059	1168	1097	3310	2854	1056	3442	1128	2022	1132	219	1446	1105	2887
181	2502	1575	2489	1935	528	736	1117	2749	288	1132	31	806	3328	1902	3274	514
182	34	1179	3369	217	304	68	3252	3513	628	3511	3342	1575	514	494	1934	3509
183	870	1157	528	2006	1001	853	1161	3204	3220	2937	3293	1108	2375	854	2878	2858
184	2886	2709	2227	3133	50	514	1298	2220	1109	466	1053	1132	1782	1029	1107	502
185	1878	467	1827	107	2235	3033	1849	1143	576	3342	3670	1159	797	3281	3702	2427
186	1849	3193	254	1109	1107	3329	628	3322	3342	2944	3551	2357	1026	1922	1121	2172
187	1369	1737	2145	2963	3060	3342	3280	3179	3511	525	57	803	1213	255	860	580
188	1765	1160	1766	2375	2558	1060	1215	803	905	1248	1179	295	1107	3526	199	2858
189	2652	2558	3670	3015	3060	2749	165	3050	1571	815	310	1026	1849	1119	580	591
190	1486	1147	580	803	2588	69	2652	2587	538	2456	1132	3031	1849	528	1108	1575
191	1556	2652	2502	2137	1477	400	396	19	335	2008	1478	1105	324	188	254	995
192	1446	1450	3033	6	467	2087	498	461	1307	700	2375	576	107	347	382	1935
193	1134	1586	2165	2652	1341	1218	501	2305	2425	1026	922	1952	2732	3186	441	2625
194	2100	1174	39	1	852	2308	353	3544	3623	2591	2231	1775	741	107	3632	1372
195	2144	1261	1295	2932	594	2483	1175	30	1587	50	1124	310	3509	3342	3504	347
196	3249	3509	3283	2652	288	1124	594	3702	3652	3665	1493	1132	348	852	2003	1105
197	259	1155	2932	2945	1168	993	1133	2132	580	3652	310	1108	1179	2082	467	1272
198	2241	217	3509	2163	2566	2786	2491	2481	2495	2502	744	1179	467	1493	1026	1994
199	3357	3127	3179	3513	628	3249	3278	3551	3342	3511	692	584	467	2890	1179	3030
200	2786	2360	2623	2495	2838	2481	2502	1051	1337	1475	992	165	2376	2575	8	880
201	1538	2947	288	2167	2487	2785	2910	107	925	1695	2132	1261	2486	1108	1849	514
202	1216	2204	1733	1174	839	259	3682	3686	3696	1262	1598	3032	254	1107	204	63
203	2308	2137	310	1489	1694	514	2492	3670	3702	1849	2195	1808	1179	3207	2839	2269
204	3127	3283	628	3281	3513	3551	3278	3509	3075	3511	738	467	1121	1051	1920	347
205	844	864	144	1161	1125	108	580	1018	843	1157	1123	3075	336	1949	1121	1775
206	3551	3127	3664	3652	1611	2279	1552	1180	438	2568	2858	2601	1242	1105	653	246
207	3322	1053	1980	3513	139	3509	2587	3249	3551	3306	2652	1575	12	1107	933	1121
208	2984	2702	2766	2794	2506	2786	2481	2495	2652	1051	2299	514	108	107	1782	1026
209	1967	2163	2491	2360	2502	2622	2652	1051	1974	3616	347	2470	2111	2942	1179	584
210	1450	1576	700	1407	340	10	2161	1479	2235	2962	842	1643	539	1458	1290	1132
211	3322	3511	467	3278	2741	2581	1158	3342	2652	3388	2934	1575	1960	1266	1902	1026
212	1261	1174	1564	240	1124	1849	50	514	580	310	3187	1109	2058	3135	3268	1575
213	800	2129	218	11	978	34	575	1174	1	2899	2163	254	107	1121	1477	860
214	1157	2652	3648	3703	3650	3700	3702	2565	3664	3652	3651	852	1107	93	458	1509
215	1486	1026	467	3318	1987	1730	2111	1632	3190	1935	1121	1108	2599	1782	2858	254
216	2109	1165	3135	3230	2584	2600	620	850	1950	1844	2195	837	2652	1121	840	294
217	3252	628	3342	467	1159	2652	2348	50	1030	2711	1954	347	1108	1486	1121	1026
218	3127	3302	3281	3511	628	3513	3342	3278	3504	3551	2216	1084	1121	860	204	2964
219	3543	3513	3178	2588	628	3434	3511	2587	2456	3322	2652	2548	2591	1849	3549	3030
220	34	1991	2132	2401	2652	2786	1	1706	1773	1576	3273	2721	594	1181	1006	107
221	1730	2669	1493	3156	438	110	667	1486	3657	3652	3580	108	3200	1179	2276	2910
222	1486	1143	310	684	3702	3652	3651	3670	3648	467	1290	3543	3567	1540	1029	1109
223	700	2375	487	2143	1594	358	2496	2502	2652	2899	1	308	2886	3567	247	584
224	2600	2652	1187	849	2098	2401	1060	1213	1755	3652	1828	145	467	1020	848	992
225	2945	3600	1092	3669	3664	3665	3652	3651	3703	3648	591	3323	2735	3475	219	498
226	1098	972	1136	1131	1008	1789	1781	1107	3133	860	3201	2333	3207	1589	2858	1774
227	2512	2508	2749	2401	1022	2702	2506	2786	2503	3354	1051	1105	2456	863	2427	347
228	3127	3511	3322	3342	467	3671	3249	538	1158	2652	2566	2163	32	50	1121	3303
229	288	1662	1737	1480	2503	2406	2749	2652	2137	1155	1564	784	3670	1575	1907	1849
230	2890	514	2965	433	3127	3513	3509	3342	3702	3665	347	1	1167	2530	467	2852
231	2375	1595	1898	1450	844	3166	1994	3384	2481	1108	2717	1296	1585	3000	1132	467
232	3702	3652	3665	3252	628	3281	3551	3509	3249	3294	803	1020	3570	1237	1119	467
233	7	347	1174	1216	909	3427	2204	3280	3511	3509	881	2743	1775	1575	1121	1140
234	1019	1124	1542	1843	514	310	1151	1200	1107	1109	1208	803	2885	738	3471	3031
235	536	2138	1884	1101	1066	2490	2476	2796	157	354	2145	1121	1148	1108	1548	147
236	654	3315	1109	1105	2047	3442	2600	310	1067	1889	3135	24	1121	267	2427	1595
237	3509	444	1015	843	848	2558	347	1174	1023	484	1575	1744	1935	852	1121	1200
238	3235	2408	2762	3236	3437	3409	3079	3546	1464	1994	2427	112	2192	462	842	2122
239	1023	118	1538	1216	2204	1768	484	1156	2489	1140	2500	514	1849	760	1121	738
240	1450	2204	1174	229	1134	1067	709	3513	3509	3342	3322	3570	2182	1210	2858	347
241	3462	714	1117	864	1140	850	1161	844	1193	2858	1744	3572	1026	1844	3463	2886
242	538	628	2588	3551	2456	3509	2587	2652	320	1355	743	1575	1107	2204	1121	355
243	1185	2098	2706	1505	1060	1	2652	1144	3471	2587	1049	860	464	1008	529	1108
244	2204	3557	3513	628	3281	3249	3551	3278	3342	1932	848	1461	1486	1117	1026	1121
245	1157	1159	2587	1191	538	891	2944	359	653	1109	1768	320	1030	1831	1782	146
246	1168	454	2899	2162	1179	1060	1174	34	3135	3509	2711	2516	1121	582	3219	1849
247	2308	2144	514	310	3028	2880	1156	1118	3189	2702	3511	2740	1172	1849	462	2278
248	1121	972	444	1151	1109	1108	254	107	2601	1107	1815	1832	1433	2650	1801	155
249	1179	1121	2711	1108	2204	1060	1486	1124	310	1107	50	254	2167	2820	2372	1826
250	3061	628	1053	1357	467	3278	1158	2587	2741	2652	451	347	2864	1026	1125	725
251	1216	2600	3681	3684	3682	3691	3690	3700	3702	3706	371	1575	581	1179	11	2282
252	3342	69	3322	3513	467	2741	3551	3249	1159	3544	2652	347	3042	3648	3461	102
253	2675	2177	2555	1022	3509	2241	2702	2786	2652	1051	3302	374	2779	254	3294	107
254	2453	1125	3267	2174	2512	1289	1818	2097	1130	2013	397	1132	2207	2210	1179	1210
255	1213	1704	2163	2660	1159	107	2794	2309	1585	2593	2491	1028	580	64	1830	1277
256	1618	159	3108	1247	1092	3136	528	1161	1193	3204	16	1849	3071	2808	1946	1121
257	1615	3456	2427	24	1450	1866	1517	32	467	3697	347	169	2186	368	1457	1026
258	50	310	240	1486	3513	3281	3342	3511	3322	3509	2180	1789	3178	1026	2880	1107
259	2489	755	1124	1733	580	50	288	709	310	1107	247	577	1486	1132	3322	1575
260	1151	1849	576	1149	880	1125	1107	254	1109	3702	746	519	1564	3458	1287	1679
261	1161	1130	1107	1109	514	310	254	2022	803	3567	526	1575	2427	628	1986	2794
262	1831	2959	705	3239	1149	3551	864	1125	2375	1107	254	967	2892	1121	1602	1457
263	371	1276	700	467	1168	1108	2709	859	1107	1109	580	17	2263	759	51	842
264	3551	2558	3050	908	3127	853	2177	1967	2481	1051	167	2211	948	1155	1026	2867
265	3513	467	2456	3280	2587	3509	1357	2652	1191	2756	51	1179	1505	1121	1084	1929
266	2006	1118	972	654	254	2600	839	690	2541	1109	514	1108	1105	2793	574	2179
267	1849	1124	1143	50	1486	310	1542	514	17	628	3511	3194	1789	574	1546	1121
268	3406	3582	3634	3074	3355	3542	3384	3510	3178	3511	2566	1367	17	1789	580	246
269	2489	3249	3702	2415	479	2914	3379	2960	2558	2930	2591	145	467	2761	1799	1486
270	2456	3434	2587	467	1159	1157	3249	1172	1085	347	1818	803	2642	1474	1367	1658
271	2652	1199	1964	1965	3583	2375	428	1166	2059	1595	671	1684	467	1121	580	2286
272	2623	2503	1051	2652	2502	2622	2376	2299	3671	2604	1582	2782	803	2858	3179	1121
273	1107	1114	859	2786	2652	1109	1289	3652	3137	2899	3559	254	1878	158	2427	1849
274	2786	2491	3060	2481	2793	2503	2652	1051	2008	2502	1020	2427	760	1026	2635	1050
275	139	2940	3278	3342	3511	1357	1053	2587	3249	3509	2652	2709	1486	1026	514	580
276	1357	1980	1157	2652	2587	2741	1158	891	1191	1253	1019	1132	1144	149	1575	2585
277	2427	2100	17	371	25	2204	285	347	1174	580	3025	1121	1564	1782	2558	1108
278	2463	1126	2267	1242	1980	1130	1250	1167	1818	3317	1979	1774	3569	1575	421	1965
279	1151	1107	1133	1111	3113	1181	1203	3287	1119	3592	852	1121	1915	1247	3038	240
280	850	3683	2899	2763	3134	3190	3082	1140	1076	2652	842	2170	1849	1150	3033	844
281	514	433	1681	34	241	580	50	594	194	3267	1104	1105	1276	1111	444	852
282	781	1713	700	1479	1493	2375	47	2558	972	1130	580	340	1575	1813	467	2652
283	160	27	1874	692	514	3281	1224	2774	347	2163	2516	1547	2508	985	1274	1571
284	1019	580	1125	1114	1107	909	50	254	803	2580	310	47	2634	1179	3476	1030
285	1513	2476	2796	568	589	1104	1066	157	3652	803	3105	2886	2650	512	1778	518
286	1493	3156	844	3133	2600	1108	2652	1486	288	3702	3652	803	1463	1026	1174	1575
287	2144	3178	3310	2177	2241	2566	2766	2786	2503	2652	932	1105	1407	1703	3600	1789
288	972	1151	1821	1733	1109	1200	1107	3584	3551	3665	254	1955	3168	1580	3123	852
289	1161	50	709	580	844	1123	1130	1169	1008	514	2995	358	2886	1050	3217	2427
290	1174	2251	107	145	2932	576	50	2652	594	514	310	1575	1953	1026	2385	580
291	2893	909	1100	885	839	1156	484	873	2204	1121	1186	2746	1109	107	2427	852
292	2979	2853	299	3409	3191	628	3322	3513	3342	3702	1554	254	1105	1844	1023	1095
293	1033	1026	3492	2824	842	1991	1097	1136	1558	2857	1622	635	852	1773	580	1105
294	2204	2786	1341	229	1651	1513	240	1101	722	568	2953	1105	1030	1662	1194	1815
295	2503	2652	2502	2376	2299	2622	1051	3174	3378	1554	949	1108	1484	3618	2378	1105
296	3510	2498	860	3702	1399	2481	530	2519	3304	3682	1238	2695	1834	2263	467	2978
297	1145	2401	1587	2132	2204	1203	2652	1197	1060	2587	3652	948	770	108	956	3462
298	2756	1191	2652	3225	628	3385	3283	3509	3249	3306	3551	1253	2129	1060	514	1635
299	2899	1	1213	1112	1175	628	3282	3506	3249	3509	2174	2098	1132	1773	1026	860
300	1156	1118	1185	3127	3513	628	3280	3511	3509	3342	803	3322	3026	859	1353	107
301	3061	576	3252	3179	3281	3342	3385	628	2944	3511	3509	2960	107	1121	259	1105
302	6	1849	444	2489	2375	107	576	3398	3084	1654	1920	852	2439	1121	374	440
303	3249	3129	92	2945	2476	2763	1099	1151	3294	1018	2756	6	2470	1179	584	1047
304	3108	1193	1157	1169	1886	882	3204	3442	1161	853	2733	657	267	1134	1486	2447
